"name";"answer";"questions";"rcounts"
Департамент академической политики;Здравствуйте, переводы в ТОГУ осуществляются в периоды установленные локальными нормативными актами университета: август-сентябрь и январь-февраль. В эти периоды времени вы можете подать документы лично (ауд. 245л.), по электронной почте  tsdk@pnu.edu.ru либо прислать почтой России     1. Заявление установленной формы (скачать на сайте ТОГУ)https://pnu.edu.ru/ru/students/perevod/   2. Копия аттестата   3. Копия паспорта (со страницей прописка)   4. Копия лицензии ВУЗа   5. Копия свидетельства об аккредитации (с приложениями, где указана ваша специальность)   6. Справка об обучении     Все копии документов, кроме копии паспорта должны быть заверены ВУЗом.   Факультет ТОГУ рассматривает документы 14 дней, после дает вам заключение аттестационной комиссии. Если условия перевода вам подходят начинаем обрабатывать документы, готовим для вас справки и тд.   ;добрый день, меня зовут Анна, я обучаюсь очно на бюджетной основе в АмГПГУ  факультет истории и юриспруденции. не нашла на вашем сайте информации по  вопросу о переводе к вам. я правильно понимаю, что перевестись к вам я могу  по итогам сессии. меня интересует переход именно на бюджетную основу. не  подскажете, как в таком случае вы работаете. надеюсь на дальнейшее  сотрудничество, при необходимости аттестат и дипломы могу выслать  электронно, на самом деле я достаточно неплохой человек в плане учебы и  активной гражданской позиции, но думаю несколько поздне;2
Департамент академической политики;Здравствуйте.  Выполнено.  С уважением,  ;"Добрый день. Верните, пожалуйста, учебно-методическую работу таблицы № 1       IP-адрес: 10.10.226.23=====Добрый день. Прошу вернуть доступ в программу как заведующего, так как я распределяю нагрузку по циклу Начертательная геометрия и машинная графика.      IP-адресс: 93.81.226.112=====Доброе утро. Прошу вас добавить профиль ""Строительство автомобильных дорог, мостов и тоннелей"" для перевода студентов групп С(б)-11, С(б)-12, С(б)-13 на профили.  Скрин прилагается      IP-адрес: 10.10.100.114=====Здравствуйте, студент группы ЛПВЯка(аб)-92,  Глеба А восстановился осенью на очное отделение ФВИ, в учеб";6
Департамент академической политики;Здравствуйте.  Группа создана.  С уважением,  ;Здравствуйте.  Создайте в Лотусе группу ПС(м)з-21, чтобы я смогла вывести студентов из  академа и перевести их в другую группу    --   С Уважением,  Елена Васильевна Ситникова,  декан ФПиСГТ  89241049964=====---------- Forwarded message ---------  От: Людмила Лазарева <001388@pnu.edu.ru>  Date: пн, 18 июл. 2022 г. в 14:01  Subject: добавить группу ГД(с)з-21  To: Ирина Шишкина <002177@pnu.edu.ru>      Здравствуйте. При создании представления в Lotus о выходе студентов из А/О  отсутствует группа ГД(с)з-21. Прошу добавит.Скриншот проблемы прилагаю.=====Здравствуйте.  Создайте в Лотусе группу ПОП(м)оз-01, чтобы я смогла вывести студентов и;3
Департамент академической политики;Здравствуйте.  Дисциплина в справочник добавлена.  С уважением,  ;"Добрый день! При  формировании представления на выход из а/отпуска  студентки Каримовой Ю.Н. в списке дисциплин нет "" Законодательство в БЖД""  Прошу добавить данную дисциплину.Скриншот прилагаю. Спасибо.  С уважением специалист 1 категории по УМР ИСИ Цой Е.А.=====Здравствуйте. Когда я делаю представление на вывод студента из АО , мне  надо прописать ему его задолженности, но  в выпадающем списке дисциплин нет  дисциплины *  Реставрация художественных изделий  ( *29.03.04 - О -  ТХОМ-19(3++) * ).*  Помогите пожалуйста.";2
Департамент академической политики;Здравствуйте.  Дисциплина добавлена в справочник.  С уважением,  ;"Здравствуйте!  При составлении индивидуального плана в Представлении в системе LOTUS в  разделе ""Дисциплина"" невозможно добавить дисциплину - нет нужного предмета  : ""История театра и кино"" (см.скриншот).  Пожалуйста, добавьте эту дисциплину.    С Уважением,  Богданова Дарья Викторовна,  Специалист по УМР, Деканат ФФПиМК,  ПиТОГУ (ПИ2-130)  тел. (4212) 30-23-79=====Здравствуйте. В учебном плане 38.05.01 О-ЭПОЭБ-ЭБ-22 3(++) есть вторая дисциплина ""Современная макроэкономическая политика"". Не могу найти ее в перечне дисциплин, чтобы прикрепить в УМКД на портале ТОГУ. Подскажите, что дел";2
Департамент академической политики;Здравствуйте.  Дисциплина добавлена.  Большая просьба - указывайте, пожалуйста, кафедру дисциплины.  ;Просьба добавить дисциплину: *Практикум по лингвострановедению изучаемого  иностранного  языка* в список дисциплин задолженностей для создания  представления с индивидуальным учебным планом.      --   С уважением, Кондакова О.П.=====Просьба добавить дисциплину: *Практикум устной и письменной речи в  подготовке переводчика* в список дисциплин задолженностей *для создания  представления* с индивидуальным учебным планом.      --   С уважением, Кондакова О.П.;2
Департамент академической политики;Здравствуйте.  Дисциплина добавлена.  С уважением,  ;"Для восстановления студенти необходимо добавить дисциплины в представление  по восстановлению. Добавьте в перечень дисциплин ""Методы диагностической и  коррекционно-развивающей работы с детьми с нарушениями речи""    --     *Специалист по УМР факультета начального, дошкольного и дефектологического  образования, Куташова Вероника Владимировна, 42-07-27*=====Здравствуйте. В представлении на вывод из академ отпуска в списке дисциплин  отсутствует дисциплина * Правовое обеспечение научно-исследовательских и  опытно-конструкторских работ*  Добавьте пожалуйста.    ";16
Департамент академической политики;Здравствуйте.  Дисциплины в справочник добавлены.  С уважением,  ;"Для создания представления на выход из академического отпуска студента ИЛМК  просьба добавить следующие дисциплины в базу Лотус:  - Стилистика первого иностранного языка  - История и культура стран второго изучаемого языка    --   С уважением, Кондакова О.П.=====Здравствуйте. В представлении на вывод из академ отпуска в списке дисциплин  отсутствуют дисциплины  *Основы метрологии  и сертификация художественных изделий;*  *Современные методы исследования металлов;*  *Проектирование литейной оснастки.*  Добавьте пожалуйста.=====Здравствуйте!     Делаю Представлен";3
Департамент академической политики;Здравствуйте.  Дисциплины добавлены.  С уважением,  ;Здравствуйте! Просьба добавить дисциплины *Учебная практика:  практикумы по* *пластическому  моделированию* и *Учебная практика: техника и технология ручной и печатной  графики *для составления представления  С Уважением,  Богданова Анастасия Викторовна,  Специалист по УМР, Деканат ФИРиД,  ПиТОГУ (ПИ2-239)  тел. (4212) 21-00-34=====---------- Forwarded message ---------  От: Ирина Сараханова <010056@pnu.edu.ru>  Date: пт, 22 сент. 2023 г. в 15:52  Subject: добавить в выбор дисциплины  To: УМУ поддержка ТОГУ <support_umu@pnu.edu.ru>      Здравствуйте, для формирования представления на перевод на студента,  добавьте, пожалуйст;13
Департамент академической политики;Здравствуйте.  Исправлено.  С уважением,  ;Здравствуйте! В Лотусе ФИРиД у группы ПОИД(б)-81 в личных делах форма  обучения обозначена ка заочная. Исправьте, пожалуйста на ОЧНАЯ=====Здравствуйте, у меня стоит пометка в эл. зачетной книжке, что я не найдена  в учебном плане, что это значит? и не показывает предметы на 4й семестр    <https://www.avast.com/sig-email?utm_medium=email&utm_source=link&utm_campaign=sig-email&utm_content=webmail>  Без  вирусов. www.avast.ru  <https://www.avast.com/sig-email?utm_medium=email&utm_source=link&utm_campaign=sig-email&utm_content=webmail>  <#DAB4FAD8-2DD7-40BB-A1B8-4E2AA1F9FDF2>=====С Уважением,    Руководитель ЦДК ТОГУ    Новикова Анна Михайловна    Тел.: 8(4212)76-85-24 (доб.1818)      ---------- Forwarded message ---------  От: ;61
Департамент академической политики;Здравствуйте.  Исправлено.  С уважением,;Здравствуйте, при печати диплома для группы ПОИО(б)з-61,  нет фамилии председателя, добавьте Платонова Н.М.. Спасибо.      IP-адресс: 10.0.62.53=====Здравствуйте. Внесите пожалуйста код специальности в учебную карточку ст.  Ж(б)з-91 Канатчиковой Т. В.=====Здравствуйте!  В тексте представления на восстановление Бабанина Евгения Анатольевна  ТЭФ / 1 курс / НТС(с) - 11 старый код направления. Прошу исправить.  Заранее спасибо!  [image: image.png]=====Здравствуйте!  В тексте представления на восстановление Чебан Михаил Анатольевич  ЗФ / 4 курс / СС(аб)з - 51 старый код направления. Прошу исправит;6
Департамент академической политики;Здравствуйте.  Исправлено.  С уважением.  ;"Добрый день    Удалить записи не соответствующие реальным итогам промежуточной аттестации    Зачет незачет 11.01.2019 Соловьев В. Л. Ведомость №*180960155*  Метрология. стандартизация и сертификация 144/72 Курсовая работа неудов.  10.01.2019 Соловьев В. Л. Ведомость №*180960156*  *(скан карточки прилагается)*    *С уважением*    *Попов Е.В.*=====Добрый вечер. Просьба удалить из ведомости 2019-2020 зима, дисциплина  ""Производственная практика: практика по получению проф.умений и опыта  проф.деятельности ( в том числе педагогическая практика), номер 19018070412  студентку Яковлеву Диану Романовну, ";3
Департамент академической политики;Информация передана декану заочного факультета;Здравствуйте. За первый семестр по физике я с опозданием сдал контрольную работу и лабораторную. Поэтому преподаватель не поставил зачет в первом семестре. Сейчас он принял и контрольную и лабораторную, но сказал, что надо обратиться в деканат, чтоб зачет за первый семестр проставили.  Подскажите, пожалуйста, как быть?  Или действительно у Вас зачет проставить можно?  С уважением, Усольцев Николай Владимирович, группа АС(аб)з-91      IP-адресс: 37.146.127.42=====Здравствуйте, я обучаюсь  группе ЗЧС(аб)зуд-91 (Пинчук Максим Владимирович) по двум предметам в электронной за;3
Департамент академической политики;Информация передана зав.аспирантурой Шабельниковой Е.А.;"Здравствуйте!    В разделе ""Общая информация"" поменяйте, пожалуйста, год начала подготовки  на 2016.    С уважением,  аспирант Елена Че=====Здравствуйте!    Переведите меня, пожалуйста, на 3 курс на портале ТОГУ в личном кабинете. В  приложении выписка из приказа с аспирантуры.    С уважением,  аспирант Елена Че=====Здравствуйте!    Где на сайте можно ознакомиться со стоимостью обучения в ТОГУ?      С уважением,  аспирант Елена Че";3
Департамент академической политики;Лишняя пара, пометку на удаление поставили;"Прошу открыть журнал посещения на преподавателя Фомина Андрея Анатольевича по дисциплинам: ""История Древнего мира"", ""История Средних веков"".        IP-адрес: 10.0.62.68=====Добрый день.Нужно с расписания убрать лекцию ""Физическая культура и спорт""  у преподавателя Хабаровой О.Л с датой 01,09.2022 по 05.01 2023 в  группе  НДК(б)-22.Спасибо";2
Департамент академической политики;Настя, я рассказывал и даже писал, как правильно вносить изменения в еженедельное расписание, так чтобы не терялись оценки.;Здравствуйте! В электронном журнале Хадыкиной Е.В. у группы УгП(аб)-91 по  дисциплине Теория государства и права пропали внесенные ранее темы лекций.  Такая же история у групп ГП и ГрП(аб)-91.  [image: image.png]    --   С уважением, зав. кафедрой Правоведения, к.ю.н., доцент Хадыкина Елена=====Так же еще пропали отметки о присутствии студентов этих групп на лекциях)))  (дисциплина Теория государства и права, группы ГП, ГрП, УгП(аб)-91)  [image: image.png]  --   С уважением, зав. кафедрой Правоведения, к.ю.н., доцент Хадыкина Елена;2
Департамент академической политики;Не достаточно данных для возможности выполнить задачу ;Здравствуйте!  Я пропустила заполнение электронной ведомости =====Здравствуйте!  Я пропустила заполнение электронной ведомости ;2
Департамент академической политики;Не могу удалить из ведомости. Пишет, что недостаточно прав для выполнения данной операции.;Добрый день!  Сессия Зима 2019-2020 Группа ПОФК(аб)з - 51  20018060121 производственная  практика студент Асеев отображается два раза, просьба удалить его из списка  где просто неявка без бегунка с оценкой. Заранее спасибо.  Делопроизводитель ФФК  Семенюк Наталья  (4212) 30-44-97=====Добрый день!  Студентка Бопп(Рощина) Валентина переводилась с очного на заочное и по  новому плану у них не было политологии. Просьба удалить студентку из  ведомости 17018060029 Сессия Зима 17-18 Политология. Это необходимо для  корректного отображения информации в дипломе. Заранее спасибо.    Делопроизвод;2
Департамент академической политики;Не обоснованное удаление дисциплин, пример философия - 4 ЗЕТ у всех, почему необходимо удалить. Прошу для удаления указывать только те дисциплины, которых не должно быть в дипломе.;Просьба удалить Латкину Анастасию Александровну студентку ФФПиМК из  следующих ведомостей:    *Сессия 2016-2017 ЛЕТО группа ЛТПЕ(б)-61:*    - 17018070111 «Древние языки и культуры»    - 17018070109 «Иностранный язык»    - 17018070106 «Интернет и мультимедиа технологии в межкультурной  коммуникации»    - 17018070108 «История»    - 17018070110 «Основы языкознания»        *Сессия 2017-2018 ЗИМА группа ЛТПЕ(б)-61:*    - 17018070136 «Иностранный язык»    - 17018070137 «История и культура стран изучаемого языка»    - 17018070134 «Теоретическая фонетика»    - 17018070139 «Философия»        *Сессия 2017-2018 ЛЕТО группа ЛТПЕ(б)-61:*    - 18018070162 «Иностра;2
Департамент академической политики;Необходимо предоставить в ОСУП ДАП заявление на изменение с указанием обоснованной причины, почему необходимы изменения в середине семестра утвержденного расписания ;Здравствуйте!  Прошу осуществить перенос практического занятия Коммутация и маршрутизация, преподаватель Фомина Е.С., гр. КСТ(б) - 01, со среды, 5 пара по числителю, на понедельник 3 пара по знаменателю. Перенос согласован со студентами и стал возможен после изменения нагрузки в сторону уменьшения в связи с объединением двух подгрупп данной группы.  Спасибо!      IP-адрес: 77.82.45.111=====Прошу перенести пару группы КСТ(б)-01 предмета Основы теории связи со среды (4 пара ауд. 126ц.) на пятницу 1 пара ауд. 126ц.      IP-адрес: 10.10.1.114;2
Департамент академической политики;Обратитесь в дирекцию своего института;Здравствуйте. Я являюсь студентом Юридического института, 1 курс УГП (аб)-91, Федотов Антон Антонович. Я сдал экзамен(История государства и права России) на оценку, которая меня не устраивает, хочу пересдать его, мне нужна информация: где, как, и когда я смогу это сделать. Спасибо.      IP-адресс: 77.111.246.36=====Здравствуйте, я заказал справку , что учащийся в тогу , а на почту она не пришла .;2
Департамент академической политики;Оценка открыта для редактирования до 00.00 31.01.2023, далее ведомость закроется автоматически;"Здравствуйте. Прошу  открыть ведомость по дисциплине «Практикум письменной и устной речи в подготовке переводчика первого иностранного языка» группа ЛПВЯка(б)-01.ФВИ, сессия 2022\2023 В отношении студентки Когай Дианы Рамильевны вместо оценки «хорошо» ошибочно была поставлена оценка «неудовлетворительно».       IP-адрес: 10.0.62.53=====Мною при закрытии ведомости группы И(б)-91 по дисциплине ""Инженерные системы в архитектуре"" (Курсовая работа) ошибочно проставлена оценка студенту Ефремову Егору Юрьевичу. Можно ли удалить ошибочно поставленную оценку?      IP-адрес: 37.146.1";2
Департамент академической политики;Оценка открыта для редактирования до 23:59 27 мая, в 00:00 28 мая ведомость закроется автоматически;"Добрый вечер. Я по поводу открытия ведомости ""Санитария и гигиена."" гр. ЗЧС(б)-81. В ведомости стоит Шостова. Шостова принимала у них зачет. Откройте нам, пожалуйста, ведомость. Студент не виноват, что ему не поставили зачет не вовремя. Он имеет право на стипендию      IP-адресс: 10.10.100.114=====Добрый день. Прошу вас удалить разрешение с , проставленным в нем, зачетом у ст. гр. ЗЧС(б)-81 Охотина Н.А. по дисциплине ""Санитария и гигиена""и открыть ведомость для проставления зачета данному студенту. Поскольку студент сдал дисциплину в срок, установленным расписанием.   Объяснит";2
Департамент академической политики;оценка открыта для редактирования, исправляйте;Прошу дать возможность внести изменения в экзаменационную ведомость по дисциплине «Теория расчета платин и оболочек» по причине ошибочного ввода данных за экзамен студенту группы СУЗ(с)-61 Михайлову А.С.   В ведомости ошибочно проставлена оценка удовлетворительно, студент Михайлов А.С. сдал дисциплину на хорошо.  Объяснительная доцента кафедры «ПГС» Иовенко В.В. получена на корпоративную почту (скрин прилагается).      Для контроля прошу открыть ведомость на и.о. заведующего кафедрой ПГС Тишкова Н.Л.      IP-адресс: 92.37.219.220=====В связи с ошибочно выставленной в в;3
Департамент академической политики;Оценки открыты для редактирования, необходимо сегодня внести результаты. Ведомость закроется в 00.00;дополнение к заявке 62605  Объяснительная от преподавателя    ---------- Forwarded message ---------  От: Анатолий Конченков <009780@pnu.edu.ru>  Date: сб, 15 янв. 2022 г. в 14:02  Subject: объяснительная записка  To: Надежда Горбач <009609@pnu.edu.ru>      Заполнение зачетной ведомости велось в течении всего дня. последние зачеты  были выставлены в 17/20 ч. студенты ответили, что в их личных кабинетах  отметок о зачетах не появилось. Поскольку был конец рабочего дня, я  объяснил что изменения будут на следующее утро. Но к закрытой ведомости,  видимо, никто уже возвращаться не стал и оценки остались без изменений.[image;2
Департамент академической политики;ПГС(б)з-12, Малько С.К. - разрешение создано;"Добрый день! По просьбе преподавателя Лопашук А.В. откройте, пожалуйста,  разрешение на студента группы ПГС(б)-12, Малько С.К. на дисциплину "" Основы  автомобильных дорог и мостов"", сессия 22/23(лето).Спасибо.  С уважением специалист 1 категории по УМР ИАСиД Цой Елена Анатольевна=====Добрый день! По просьбе преподавателя Сергеевой Л. А.  откройте,  пожалуйста, разрешение на студента группы ПГС(б)-12, Малько С.К. на  дисциплину "" Цифровая культура"", сессия 21/22(зима).Спасибо.  С уважением специалист 1 категории по УМР ИАСиД Цой Елена Анатольевна";2
Департамент академической политики;подобные заявки - на открытие ведомостей может подавать только деканат. Обращайтесь туда.;"Здравствуйте  ЗМУ 81, Сорокина Арина  Сясина Татьяна Васильевна не может поменять мне оценку в ведомости так как  она уже закрыта=====Уважаемые коллеги, здравствуйте! Пересылаем вам письмо от доцента Стексовой  С. Ю.        Добрый день!    Для студентов, имеющих задолженности по дисциплине ""Основы проектной  деятельности"" организован дополнительный день пересдачи: 27 июня с 9-00 до  15-00. Прошу открыть доступ к редактированию ведомости по следующим группам  и ФИО обучающихся ФФПиК:    1) гр. ПОРМ(аб)-91: Королева Ю.А., Нуралиева У.А, Лялина Е.А.    2) гр. ЛПЕак(аб)-91: Овсепян Г.М., ";3
Департамент академической политики;Программисты уже работают над утроением проблемы, к вечеру должно обновиться;Добрый день. Прошу восстановить на портал ТОГУ расписание  ТТПсау(б)-91,ТТПсай(б)-92, ТТПсау(б)-93 . Ели можно срочно. Спасибо=====Здравствуйте. У меня из расписания пропали группы ТТПсау(б)-91, 92, 93      IP-адрес: 93.81.227.34;2
Департамент академической политики;Разработан агент для исправления данных  Действия - Исправления - Данные дтплома/приложения;Добрый день, в системе Лотус необходимо изменить данные на Волосевич  Валентину Сергеевну 200000200 ( отчислена в связи с получением  образования): данные номера диплома внесены неверно их важно заменить на 102724  0335038. Ранее уже писала с данным запросом. Обращение 72026.  --     *Специалист по УМР факультета начального, дошкольного и дефектологического  образования, Куташова Вероника Владимировна, 42-07-27*=====Добрый день, в системе Лотус необходимо изменить данные на Волосевич  Валентину Сергеевну 200000200 ( отчислена в связи с получением  образования): данные номера диплом;2
Департамент академической политики;разрешение открыто для редактирования;"Прошу открыть доступ к электронной ведомости группы СУЗ(с)-91 (ИСИ) по  дисциплине ""химия"", т.к. нужно внести в нее изменения в связи с тем, что  студентка Клыкова Д.Е. пересдавала экзамен на повышенную оценку с  ""удовлетворительно"" на ""хорошо"" по экзаменационному листу № 1911050063.1  24.01.2020. Экзаменационный лист в деканат был сдан вовремя, но никто не  объяснил, что нужно исправить оценку в электронной экзаменационной  ведомости в журнале преподавателя, которую мы заполняли в эту сессию в  тестовом режиме (экзамен в группе сдавался 16.01.2020).    --   С уважением Хромцова Ел";4
Департамент академической политики;Сегодня был зарегистрирован приказ на перевод студентов в группы ЛТП и ААХ. Списки групп в журнале преподавателя должны появиться;В Электронном журнале преподавателя нет списков групп ЛТП(б)-11, ААХ(б)-11, ААХ(б)-12.  В осеннем семестре у этих групп были другие названия:  ЛТП(б)-11 называлась ТНТ(б)-11,  ААХ(б)-11 называлась ТНТ(б)-12,   ААХ(б)-12 называлась ТНТ(б)-13.  Как отмечать посещаемость занятий в весеннем семестре, если в Электронном журнале списки этих групп пустые?      IP-адресс: 164.138.94.62=====В Электронном журнале преподавателя нет списков групп ЛТП(б)-11, ААХ(б)-11, ААХ(б)-12.  В осеннем семестре у этих групп были другие названия:  ЛТП(б)-11 называлась ТНТ(б)-11,  ААХ(б)-11 называлась ТНТ(б)-12,   ААХ(б)-12 называлась ;2
Департамент академической политики;Студент в ведомость добавлен, можно создавать разрешение;"Просьба добавить студентку Шатравка Елену Сергеевну в ведомость группы  ФЛ(аб)-81 2019-2020 ЗИМА по дисциплине ""Деловой язык""    --   С уважением, Кондакова О.П.=====Здравствуйте. Работаю на удаленке, из дома. Нужно было создать ведомость для студента гр. ЛПА(б)з-81, чтобы внести отметку по дисциплине ""История Дальнего востока"" в рамках сессии 2018-2019 лето ( тогда еще ведомости создавались в этой базе).  Ведомость якобы создалась, но студента добавить не могу, о чем свидетельствует скриншот. Сотрудник в деканте вообще не видит данную ведомость, попробовала создать из декан";2
Департамент академической политики;студент удален из указанной ведомости;Здравствуйте    Здравствуйте    Прошу открыть ведомость (*в Lotus*) для удаления из неё студента с Н/Я :  Сессия *ЗФ 2019-2020 зима*  группа *БУ(аб)зуд - 81* ведомости по дисциплинt:  1) Макроэкономика (курсовая работа)  из ведомости требуется удалить студента  *Махитко Марина Александровна*    С уважением, замдиректора ИЭУ Кулик И.В.        [image: image.png]=====Здравствуйте, деканат ФПЭ ауд 209л, просим вас удалить ведомость по  преддипломной практике за 2020- 2021 год лето гр ЛХ(б)-71,так как студент  Богословский Н.А. группа ЛХ(б)-91  восстановился и преддипломную практику  будет сдавать в мае 2023;2
Департамент академической политики;студент удален из указанных ведомостей;Здравствуйте    Прошу открыть ведомости (*в Lotus*) для удаления из них студента с Н/Я:    Сессия *ЗФ 2016-2017 зима*  группа   *ЭП(б)з - 41* ведомости по дисциплине:  1) Макроэкономическое планирование и прогнозирование (Экзамен)  2) Организационно-правовые основы создания предприятия (Зачёт)  3) Организация и управление предприятием (Экзамен)  4) Экономика недвижимости (Зачёт)  5) Экономика организации (предприятия) (Курсовая работа)  6) Экономика организации (предприятия) (Экзамен)    из ведомости требуется удалить студента *Карпенко *(сейчас Самохвалову)  * Евгению Александров;3
Департамент академической политики;студентка удалена из указанных ведомостей;Добрый день, прошу удалить у студентки Пономарёвой О.М. (ПОДЛ(б)-01) с  системы Лотус, старые ведомости 5 семестра. Студентка вышла с академа в  2021г. Сейчас только начнёт сдавать сессию 5-го семестра.    --     *Специалист по УМР факультета начального, дошкольного и дефектологического  образования, Куташова Вероника Владимировна, 42-07-27*=====Здравствуйте    Прошу открыть ведомости (*в Lotus*) для удаления из них студента с Н/Я:    Сессия ЗФ 2019-2020 зима  группа ФК(аб)зу - 71 ведомости по дисциплинам:  1) Бюджетное планирование и прогнозирование (Экзамен)  2) Инвестиции (Экзамен)  3) Ко;4
Департамент академической политики;Убедитесь, что в журнале ППС отображается осенний семестр, возможно Вы ПЫТАЕТЕСЬ НАЙТИ РАСПИСАНИЕ ГРУПП В ВЕСЕННЕМ СЕМЕСТРЕ. Если проблема не уйдет, повторите обращение.;"Добрый день,  в журнал учета посещаемости и успеваемости не внесены группы ПОФК(б)з-21, ПОИО(б)з-21, ПОИТ(б)з-21, ППО(б)з-21, ПСП(б)з-21.  У них сегодня (16.01) занятие - установочная лекция по дисциплине ""Возрастная анатомия, физиология"" (дистанционно).  Прошу внести группы для заполнения журнала    Ст. преподаватель каф. БЭХ, Нестеренко Алена Олексовна      IP-адрес: 92.37.143.73=====В журнале преподавателя нет возможности заполнить тематику учебных занятий студентов, пропуски и т.д. заочников поио(б)з-11. подл (б)з-11 поит(б)з-11понол(б)з-11 поми(б)з11бз-11 порм(б)з-11.  Преподаватель Борзова Т";2
Департамент академической политики;Экзаменационный лист открыт для редактирования;"Прошу открыть допуск к электронной зачётной ведомости ПГС (аб)82 по предмету ""культурология"", чтобы проставить зачёт студенту Овчинникову Ю. В. в период его сессии, согласно ""бегунку 27 января 2020. Заранее благодарю.      IP-адресс: 10.10.100.114=====Откройте &nbsp;экзаменационный лист &#8470;190700090,4 &nbsp;студенту Жилину Максиму Олеговичу &nbsp;Ошибочно проставлен зачет вместо Н/Я                Сессия 2019-2020г. гр. КСТ(аб)-91 &nbsp;Физика &nbsp;Ведомость &#8470; 190700090 &nbsp;(See attached file: сканирование0521.pdf)";2
Департамент академической политики;Эта практика была в осеннем 3 семестре. В нагрузке ошибка.;---------- Forwarded message ---------  От: Татьяна Барышева <000796@pnu.edu.ru>  Date: пн, 6 апр. 2020 г. в 11:43  Subject: Заочный  To: УМУ поддержка ТОГУ <support_umu@pnu.edu.ru>      Добавьте учебную практику в группу АД(аб)зу-81  Барышева Т.В.  ЗФ=====---------- Forwarded message ---------  От: Татьяна Барышева <000796@pnu.edu.ru>  Date: пн, 6 апр. 2020 г. в 15:50  Subject: заочный факультет  To: УМУ поддержка ТОГУ <support_umu@pnu.edu.ru>      Нет учебной практики в планах при создании ведомости на портале!  Добавьте пожалуйста  Барышева Т.В. ЗФ;2
Планы (РПД, АИС Нагрузка);"Здравствуйте!  Такой возможности нет. На кафедре должен быть ответственный или зав. кафедрой, у которого есть доступ к АС ""Нагрузка ВУЗа"". Он и будет заполнять за всех преподавателей отчеты.";"Добрый день! Есть возможность заполнения ""Отчета о выполнении учебной нагрузки"" в программе АС Нагрузка дистанционно?        IP-адресс: 193.233.168.120=====Прошу ответить, как можно подключиться к системе ""Нагрузка ВУЗа"" с домашнего компьютера, поскольку доступ в ТОГУ закрыт, а отчеты по нагрузке заполнять надо.      IP-адресс: 87.225.86.15";2
